Path no.	a	b	c	E_P	R_P	I_P	E	crash	S	Length	No. pixel
1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	15.814993946194498	0.003441711362553279	31.11066423073845	267566.97723680874	0.0004868687239767411	0.24120331144540363	2611.8979918831114	41.0
2.0	0.30380826716022774	0.30380826716022774	0.3923834656795445	15.814993946194498	0.003441711362553279	31.11066423073845	267566.97723680874	0.0004868687239767411	0.24120331144540363	2611.8979918831114	41.0
3.0	0.2726206628903694	0.2726206628903694	0.4547586742192613	15.814993946194498	0.003441711362553279	31.11066423073845	267566.97723680874	0.0004868687239767411	0.24120331144540363	2611.8979918831114	41.0
4.0	0.24070663630827838	0.24070663630827838	0.5185867273834431	15.814993946194498	0.003441711362553279	31.11066423073845	267566.97723680874	0.0004868687239767411	0.24120331144540363	2611.8979918831114	41.0
5.0	0.20909306417365262	0.20909306417365262	0.5818138716526947	15.814993946194498	0.003441711362553279	31.11066423073845	267566.97723680874	0.0004868687239767411	0.24120331144540363	2611.8979918831114	41.0
6.0	0.17876891510895462	0.17876891510895462	0.6424621697820907	15.814993946194498	0.003441711362553279	31.11066423073845	267566.97723680874	0.0004868687239767411	0.24120331144540363	2611.8979918831114	41.0
7.0	0.15056638178790074	0.15056638178790074	0.6988672364241985	15.814993946194498	0.003441711362553279	31.11066423073845	267566.97723680874	0.0004868687239767411	0.24120331144540363	2611.8979918831114	41.0
8.0	0.12508063787386264	0.12508063787386264	0.7498387242522747	15.814993946194498	0.003441711362553279	31.11066423073845	267566.97723680874	0.0004868687239767411	0.24120331144540363	2611.8979918831114	41.0
9.0	0.10264161723118406	0.10264161723118406	0.7947167655376318	15.814993946194498	0.003441711362553279	31.11066423073845	267566.97723680874	0.0004868687239767411	0.24120331144540363	2611.8979918831114	41.0
10.0	0.08333333333333333	0.08333333333333333	0.8333333333333334	16.103844724774344	0.0035002572503397677	31.081662418559063	272453.9174379908	0.0004951489689748456	0.24191067271807165	2656.329911110074	41.0
11.0	0.30380826716022774	0.3923834656795445	0.30380826716022774	15.814993946194498	0.003441711362553279	31.11066423073845	267566.97723680874	0.0004868687239767411	0.24120331144540363	2611.8979918831114	41.0
12.0	0.27908799279413005	0.360456003602935	0.360456003602935	15.814993946194498	0.003441711362553279	31.11066423073845	267566.97723680874	0.0004868687239767411	0.24120331144540363	2611.8979918831114	41.0
13.0	0.2525475607518618	0.3261777174893931	0.42127472175874514	15.814993946194498	0.003441711362553279	31.11066423073845	267566.97723680874	0.0004868687239767411	0.24120331144540363	2611.8979918831114	41.0
14.0	0.22492206902727188	0.2904980229066276	0.48457990806610046	15.814993946194498	0.003441711362553279	31.11066423073845	267566.97723680874	0.0004868687239767411	0.24120331144540363	2611.8979918831114	41.0
15.0	0.19707893282386293	0.25453722967015097	0.5483838375059861	15.814993946194498	0.003441711362553279	31.11066423073845	267566.97723680874	0.0004868687239767411	0.24120331144540363	2611.8979918831114	41.0
16.0	0.1699130442980791	0.21945113544484318	0.6106358202570776	15.814993946194498	0.003441711362553279	31.11066423073845	267566.97723680874	0.0004868687239767411	0.24120331144540363	2611.8979918831114	41.0
17.0	0.14423482239651478	0.18628643654969992	0.6694787410537852	15.814993946194498	0.003441711362553279	31.11066423073845	267566.97723680874	0.0004868687239767411	0.24120331144540363	2611.8979918831114	41.0
18.0	0.12067978194866266	0.15586393194986448	0.7234562861014728	15.814993946194498	0.003441711362553279	31.11066423073845	267566.97723680874	0.0004868687239767411	0.24120331144540363	2611.8979918831114	41.0
19.0	0.09965929981614352	0.12871493529315806	0.7716257648906985	15.814993946194498	0.003441711362553279	31.11066423073845	267566.97723680874	0.0004868687239767411	0.24120331144540363	2611.8979918831114	41.0
20.0	0.08135670661985557	0.10507622718158866	0.8135670661985558	16.103844724774344	0.0035002572503397677	31.081662418559063	272453.9174379908	0.0004951489689748456	0.24191067271807165	2656.329911110074	41.0
