Path no.	a	b	c	E_P	R_P	I_P	E	crash	S	Length	No. pixel
1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	30.528557706786323	0.002457434990643594	45.10770083109793	45882.39912763077	0.0009546454912123803	0.3556042738414581	455.0769207839295	70.0
2.0	0.30380826716022774	0.30380826716022774	0.3923834656795445	36.38663581567649	0.0029205701105494194	39.46230314999531	54686.702314649214	0.0011344583704423483	0.5515647369318715	540.8418987839295	88.0
3.0	0.2726206628903694	0.2726206628903694	0.4547586742192613	36.644140816252445	0.002941885226101646	39.28747891217182	55073.71526584279	0.0011427332506276366	0.5535513759980475	544.7891229021773	88.0
4.0	0.24070663630827838	0.24070663630827838	0.5185867273834431	37.11175330332753	0.0029782725127614164	39.052606809434394	55776.5058455718	0.0011568591963068142	0.5612066650625349	551.5274559613013	89.0
5.0	0.20909306417365262	0.20909306417365262	0.5818138716526947	37.11175330332753	0.0029782725127614164	39.052606809434394	55776.5058455718	0.0011568591963068142	0.5612066650625349	551.5274559613013	89.0
6.0	0.17876891510895462	0.17876891510895462	0.6424621697820907	37.37517478631265	0.002999587628313643	38.96227573185871	56172.41087774529	0.001165133890917991	0.5622216209903516	555.4746800795491	89.0
7.0	0.15056638178790074	0.15056638178790074	0.6988672364241985	37.37517478631265	0.002999587628313643	38.96227573185871	56172.41087774529	0.001165133890917991	0.5622216209903516	555.4746800795491	89.0
8.0	0.12508063787386264	0.12508063787386264	0.7498387242522747	37.64212272590095	0.0030209027438658697	38.916041362580756	56573.61594049761	0.0011734085169793351	0.5627411082856095	559.421904197797	89.0
9.0	0.10264161723118406	0.10264161723118406	0.7947167655376318	37.64212272590095	0.0030209027438658697	38.916041362580756	56573.61594049761	0.0011734085169793351	0.5627411082856095	559.421904197797	89.0
10.0	0.08333333333333333	0.08333333333333333	0.8333333333333334	37.64212272590095	0.0030209027438658697	38.916041362580756	56573.61594049761	0.0011734085169793351	0.5627411082856095	559.421904197797	89.0
11.0	0.30380826716022774	0.3923834656795445	0.30380826716022774	30.528557706786323	0.002457434990643594	45.10770083109793	45882.39912763077	0.0009546454912123803	0.3556042738414581	455.0769207839295	70.0
12.0	0.27908799279413005	0.360456003602935	0.360456003602935	36.38663581567649	0.0029205701105494194	39.46230314999531	54686.702314649214	0.0011344583704423483	0.5515647369318715	540.8418987839295	88.0
13.0	0.2525475607518618	0.3261777174893931	0.42127472175874514	36.644140816252445	0.002941885226101646	39.28747891217182	55073.71526584279	0.0011427332506276366	0.5535513759980475	544.7891229021773	88.0
14.0	0.22492206902727188	0.2904980229066276	0.48457990806610046	37.11175330332753	0.0029782725127614164	39.052606809434394	55776.5058455718	0.0011568591963068142	0.5612066650625349	551.5274559613013	89.0
15.0	0.19707893282386293	0.25453722967015097	0.5483838375059861	37.11175330332753	0.0029782725127614164	39.052606809434394	55776.5058455718	0.0011568591963068142	0.5612066650625349	551.5274559613013	89.0
16.0	0.1699130442980791	0.21945113544484318	0.6106358202570776	37.37517478631265	0.002999587628313643	38.96227573185871	56172.41087774529	0.001165133890917991	0.5622216209903516	555.4746800795491	89.0
17.0	0.14423482239651478	0.18628643654969992	0.6694787410537852	37.37517478631265	0.002999587628313643	38.96227573185871	56172.41087774529	0.001165133890917991	0.5622216209903516	555.4746800795491	89.0
